ID,Severity,Time,Lat,Lng,City,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Weather_Condition
A-376463,3,2/14/2017 7:52,41.422199,-81.843018,Cleveland,OH,34,59,10,9.2,Overcast
A-376554,3,2/16/2017 7:08,41.409084,-81.628845,Cleveland,OH,27,66,9,15,Snow
A-376596,3,2/17/2017 7:22,41.420582,-81.780304,Cleveland,OH,28.9,64,10,10.4,Overcast
A-376617,3,2/17/2017 17:53,41.420578,-81.802055,Cleveland,OH,51.1,46,10,5.8,Overcast
A-376635,2,2/20/2017 7:07,41.429375,-81.617538,Cleveland,OH,35.1,85,8,4.6,Clear
A-376754,2,2/23/2017 7:27,41.420975,-81.689758,Cleveland,OH,61,78,10,13.8,Overcast
A-376802,3,2/24/2017 8:32,41.424454,-81.750908,Cleveland,OH,64,67,10,15,Overcast
A-376812,2,2/24/2017 15:19,41.420975,-81.689758,Cleveland,OH,75,43,10,17.3,Clear
A-376815,3,2/24/2017 16:59,41.411377,-81.615723,Cleveland,OH,75,41,10,18.4,Overcast
A-376981,3,3/2/2017 18:34,41.420448,-81.828468,Cleveland,OH,32,54,10,11.5,Overcast
A-376991,3,3/3/2017 6:58,41.420582,-81.780304,Cleveland,OH,24.1,69,9,12.7,Overcast
A-377003,3,3/3/2017 9:07,41.420975,-81.689758,Cleveland,OH,27,78,6,21.9,Overcast
A-377013,3,3/3/2017 9:58,41.42181,-81.734482,Cleveland,OH,26.1,60,4,19.6,Haze
A-377021,3,3/3/2017 12:52,41.421864,-81.724762,Cleveland,OH,24.1,62,2,20.7,Snow
A-377119,3,3/8/2017 8:25,41.417164,-81.594551,Cleveland,OH,46.9,44,10,23,Overcast
A-377178,2,3/10/2017 15:15,41.418648,-81.830261,Cleveland,OH,30,45,9,16.1,Overcast
A-377198,3,3/13/2017 8:16,41.420448,-81.828468,Cleveland,OH,24.1,53,10,11.5,Overcast
A-377219,3,3/14/2017 9:04,41.421535,-81.70993,Cleveland,OH,23,81,1,29.9,Snow
A-377222,2,3/14/2017 9:29,41.429153,-81.828796,Cleveland,OH,21.9,78,0.8,18.4,Snow
A-377237,3,3/15/2017 7:00,41.420578,-81.801674,Cleveland,OH,21,57,10,25.3,Overcast
A-377283,3,3/16/2017 16:22,41.411377,-81.615723,Cleveland,OH,33.1,48,10,12.7,Clear
A-377325,3,3/17/2017 17:17,41.420673,-81.825813,Cleveland,OH,35.1,76,4,17.3,Snow
A-377346,3,3/20/2017 7:49,41.421535,-81.70993,Cleveland,OH,37,73,9,8.1,Overcast
A-377354,3,3/20/2017 8:55,41.42094,-81.699173,Cleveland,OH,39,73,9,8.1,Overcast
A-377430,3,3/23/2017 14:01,41.421535,-81.70993,Cleveland,OH,36,70,10,13.8,Clear
A-377433,3,3/23/2017 18:06,41.420567,-81.796249,Cleveland,OH,51.1,18,10,11.5,Overcast
A-377460,3,3/26/2017 18:28,41.420506,-81.816078,Cleveland,OH,61,78,10,5.8,Overcast
A-377515,3,3/30/2017 11:00,41.420582,-81.780304,Cleveland,OH,44.1,76,4,17.3,Thunderstorm
A-423477,3,4/5/2017 8:39,41.414169,-81.599884,Cleveland,OH,46,79,10,8.1,Overcast
A-423492,2,4/6/2017 7:36,41.428406,-81.836441,Cleveland,OH,55,72,10,8.1,Overcast
A-423514,3,4/7/2017 5:53,41.420448,-81.828468,Cleveland,OH,35.1,82,1.2,19.6,Snow
A-423568,3,4/11/2017 7:42,41.409142,-81.628525,Cleveland,OH,62.1,72,10,12.7,Overcast
A-423655,3,4/14/2017 14:06,41.371895,-81.820786,Cleveland,OH,64.9,40,10,10.4,Overcast
A-423800,3,4/25/2017 7:12,41.424744,-81.564804,Cleveland,OH,57,64,10,15,Overcast
A-423826,2,4/26/2017 11:52,41.420975,-81.689758,Cleveland,OH,73,55,10,10.4,Clear
A-423845,3,4/28/2017 4:46,41.420685,-81.819054,Cleveland,OH,48.9,74,10,9.2,Overcast
A-423850,2,4/28/2017 7:44,41.41864,-81.828957,Cleveland,OH,50,71,10,8.1,Overcast
A-423883,2,5/1/2017 6:54,41.429913,-81.78006,Cleveland,OH,69.1,73,9,13.8,Overcast
A-423909,3,5/1/2017 18:50,41.420506,-81.816078,Cleveland,OH,64,52,10,25.3,Overcast
A-424033,3,5/5/2017 13:58,41.420578,-81.801674,Cleveland,OH,48,86,1,19.6,Rain
A-448058,3,5/9/2017 7:53,41.421535,-81.70993,Cleveland,OH,45,56,10,5.8,Clear
A-448083,2,5/11/2017 6:27,41.418919,-81.710205,Cleveland,OH,52,74,10,8.1,Rain
A-448088,2,5/11/2017 8:27,41.420975,-81.689758,Cleveland,OH,51.1,86,10,18.4,Overcast
A-448115,3,5/12/2017 14:28,41.420975,-81.689758,Cleveland,OH,53.1,86,7,12.7,Overcast
A-448116,3,5/12/2017 18:08,41.420448,-81.828468,Cleveland,OH,57,64,10,11.5,Overcast
A-448231,3,5/22/2017 7:43,41.420506,-81.815979,Cleveland,OH,54,66,10,15,Overcast
A-448233,3,5/22/2017 8:29,41.421047,-81.68515,Cleveland,OH,54,66,10,19.6,Overcast
A-448244,3,5/22/2017 13:51,41.420975,-81.689758,Cleveland,OH,60.1,64,10,10.4,Clear
A-448294,2,5/24/2017 7:49,41.372967,-81.612206,Cleveland,OH,60.1,86,5,8.1,Rain
A-448295,2,5/24/2017 8:30,41.404865,-81.734566,Cleveland,OH,64,84,10,5.8,Overcast
A-448297,3,5/24/2017 8:33,41.421535,-81.70993,Cleveland,OH,63,81,10,8.1,Overcast
A-448298,2,5/24/2017 8:34,41.425926,-81.761238,Cleveland,OH,64,84,10,5.8,Overcast
A-479197,3,6/2/2017 14:05,41.417164,-81.594551,Cleveland,OH,66.9,44,10,6.9,Overcast
A-479256,2,6/6/2017 18:06,41.384991,-81.807671,Cleveland,OH,64,67,10,12.7,Overcast
A-479261,3,6/7/2017 8:12,41.412098,-81.611603,Cleveland,OH,55.9,72,9,12.7,Overcast
A-479322,3,6/12/2017 9:05,41.411377,-81.615723,Cleveland,OH,80.1,54,10,11.5,Overcast
A-479489,3,6/21/2017 8:58,41.424824,-81.561325,Cleveland,OH,66,73,10,3.5,Overcast
A-479510,3,6/22/2017 7:39,41.417164,-81.594551,Cleveland,OH,69.1,61,8,12.7,Overcast
A-479640,3,6/28/2017 7:59,41.411377,-81.615723,Cleveland,OH,63,56,10,9.2,Clear
A-479745,3,7/4/2017 14:31,41.422115,-81.734474,Cleveland,OH,79,52,10,13.8,Overcast
A-479783,3,7/7/2017 7:05,41.420975,-81.689758,Cleveland,OH,73,76,10,11.5,Overcast
A-505500,3,7/12/2017 8:02,41.412159,-81.611267,Cleveland,OH,72,84,10,13.8,Overcast
A-505529,3,7/14/2017 8:18,41.42181,-81.734482,Cleveland,OH,75.9,79,10,8.1,Overcast
A-505535,3,7/15/2017 13:52,41.421227,-81.709969,Cleveland,OH,73.9,66,10,8.1,Overcast
A-505575,3,7/18/2017 18:07,41.371895,-81.820786,Cleveland,OH,86,44,10,8.1,Overcast
A-505595,3,7/19/2017 18:16,41.420586,-81.800873,Cleveland,OH,90,43,10,9.2,Overcast
A-505636,3,7/21/2017 14:33,41.420506,-81.816078,Cleveland,OH,88,55,10,6.9,Overcast
A-505676,3,7/25/2017 12:49,41.387775,-81.816811,Cleveland,OH,72,66,10,8.1,Overcast
A-505703,2,7/27/2017 6:58,41.421535,-81.70993,Cleveland,OH,69.1,81,10,8.1,Clear
A-513753,2,12/27/2019 17:00,41.57729,-81.574623,Cleveland,OH,41,87,10,7,Overcast
A-516938,4,12/30/2019 6:46,41.501175,-81.67028,Cleveland,OH,53,69,10,52,Overcast
A-516941,2,12/30/2019 8:34,41.493507,-81.581116,Cleveland,OH,48,82,10,18,Rain
A-516942,2,12/30/2019 8:35,41.50547,-81.615288,Cleveland,OH,51,68,10,13,Overcast
A-517064,2,12/30/2019 5:05,41.438484,-81.801086,Cleveland,OH,59,87,10,16,Overcast
A-517078,2,12/30/2019 8:30,41.464615,-81.698235,Cleveland,OH,51,68,10,13,Overcast
A-518743,3,12/31/2019 16:50,41.425163,-81.520699,Cleveland,OH,32,73,10,23,Overcast
A-518810,2,12/31/2019 7:24,41.504921,-81.679527,Cleveland,OH,37,67,8,15,Snow
A-521444,2,12/2/2019 7:39,41.445389,-81.592308,Cleveland,OH,39,89,3,20,Rain
A-521445,2,12/2/2019 7:43,41.577381,-81.549591,Cleveland,OH,37,93,2,10,Rain
A-521446,2,12/2/2019 7:43,41.499001,-81.666687,Cleveland,OH,39,89,6,18,Overcast
A-521449,2,12/2/2019 9:52,41.559929,-81.566963,Cleveland,OH,36,93,2,10,Rain
